DayId,TimeSlotId,IES1,IES2,IES3,IES4,IES5,IES6,IES7,IES8,IES9,IES10
1.0,22.0,1157.4548952190398,1217.7284155746634,1000.8044683923761,688.8058570972192,1992.9379180723074,1781.800799760326,4606.390907974765,2005.8915923049403,737.3974177244014,1250.6722409462986
1.0,23.0,931.8977445539778,996.0772769352843,1294.3439840169513,664.8071997406068,2224.0787859983793,1920.472118328889,4528.35040502407,2010.9460545177838,872.5132492178861,1240.3514562906234
1.0,24.0,1005.3619244354954,1074.9812117634422,1422.3708359212094,657.7883054296955,2355.8687967018996,2033.784017093801,5407.013254774632,2178.1028875019338,1001.316285587831,1252.8076847938194
1.0,25.0,1214.4712752360244,1068.2545984377566,1490.2807933028153,686.8949636991425,2367.2188251642233,1660.4426702923497,4663.826318302074,1822.2477792282755,1102.3984314543118,1140.535821029344
1.0,26.0,1073.4245094674448,884.7921840936137,1366.3932369609636,590.4745108811221,1661.899436483646,1664.6126623918813,4038.933120772765,1818.698383122961,1022.0624568087668,1190.8901471378254
1.0,27.0,1255.2772707103368,1021.3759762836772,1233.158986364464,599.479347046597,2086.901132369098,1839.2276433879501,3444.4292525009228,1910.200859815541,981.585318373596,935.954060703704
1.0,28.0,1113.3472847671492,890.3591865242645,1457.6175850929699,581.9940097925933,1506.7212875285231,1796.3363960659385,4713.404158315301,1708.3650486410518,1083.7288833615596,906.6087907630113
1.0,29.0,1009.634836956123,874.8812905582258,1358.7836269734328,635.4642676612583,2331.498057776331,1751.146977728881,4538.077188593206,1764.339514721299,1020.2982566364578,1174.1517643624486
1.0,30.0,1052.1740275947116,1018.8225678449076,1207.2380148878124,611.3371733550782,2094.1296107708276,1648.8497159902631,3616.5304680152267,1719.8875344780806,971.16163375829,1173.5374758690305
1.0,31.0,1002.0599207086589,1009.8430186373806,1135.9973771406314,570.7934281078288,2252.5537703944406,1787.7788151035725,3812.381966285619,1803.69374516777,911.3813496526677,1092.921487983971
1.0,32.0,979.1625685625091,903.6576065125453,1255.872034573994,591.5671815117374,2069.634296000144,1556.1097984631444,4346.607570383163,1556.982104425908,879.788374738153,1113.1208082506396
1.0,33.0,1027.141915155912,1008.9039908697363,1201.6849487692295,663.481895205651,2219.381115143082,1761.0101678659873,4459.07209124507,1926.8732254770898,949.7389689973592,1199.722563680754
1.0,34.0,1127.2558204908635,1079.9959176548482,1427.3120763446032,628.7173084519286,2012.4382098695366,1626.4168344833772,3770.0750466115956,1737.5707718778956,908.6351262349851,1106.886302621726
1.0,35.0,1076.5706213778763,1031.8982322306504,1248.9701179237923,644.0122147346233,1897.6227904898828,1747.7065216274254,3805.1181071093065,1614.3142651134274,1086.2704573115852,1029.3009348566002
1.0,36.0,989.2373127143268,956.0513711961928,1289.6460082875308,644.1299201286777,2098.6298639109473,1562.9017821033713,3596.9958332017823,1641.9924392262983,1058.093986496956,1063.521589737556
1.0,37.0,890.8143605209785,965.567279664174,999.8939765167561,584.739491719893,2524.659893213627,1725.6863180978582,4262.7498249377295,1614.8140530935736,652.8585427323404,1157.0170127078718
1.0,38.0,1066.81947359536,896.0596249588701,1349.1781294262476,648.8249287426386,2033.4715505405188,1661.9547998323897,3771.7844578129107,1765.2178251014502,974.7389578832513,1082.1145875329794
1.0,39.0,1122.652673413282,1038.1406504308907,1194.3809107804793,677.244575378093,2201.6885825966424,1784.6745259593774,4471.784811271596,1552.1763719391042,1088.4018652397504,967.6160859035647
1.0,40.0,1027.8320493010458,868.7206678761959,1345.3024038559545,704.2312650795249,1994.4455203323773,1596.3453414827093,3488.447447603949,1850.260902686176,1068.873001678696,1082.3554700424195
1.0,41.0,946.7721342481108,1136.9103866940652,3186.8368882093623,628.7424893129327,2267.5514227415943,1864.2740476490549,4432.9978172347655,1940.995897673653,2758.7384912125704,1096.5154443281547
1.0,42.0,1029.2224131080702,934.4990645329975,1375.8878031686302,643.2207322869929,2132.4495291278363,1588.9737772301953,4446.176900561175,1737.7287472305034,1085.042281005116,1136.741364363137
1.0,43.0,1022.6519732369139,1152.0578751839998,1324.0100972262555,602.7367574873095,2097.6912601631907,1548.0396782831783,4452.558182613328,1659.1492283910918,1084.1673927171555,1085.6308626759594
1.0,44.0,1006.5073932399935,1100.680239967358,1193.3568429011584,717.7549890075901,2064.1353328437476,1681.6590819718522,4160.593013505101,1484.996674883299,973.3366109845654,1055.8259062929308
1.0,45.0,1273.3635574426949,977.3137264068195,1422.940468362291,716.0258360258928,2411.105138503204,1768.4495570805084,3999.4912617487344,1695.7301978060361,1077.16821724491,1038.0045787692331
1.0,46.0,929.5863144462323,1144.334605949486,1145.3175901436423,547.6341792932815,1651.6481522117406,1823.2261831156047,4481.996922674198,1566.4142925142648,959.133837922085,1117.2285310085365
1.0,47.0,1061.255790562689,1062.2132615513183,1420.2891064737357,665.6801120262724,2447.0246008414038,1605.4667664612607,4303.68946191693,1548.247554609767,1118.0226337496367,1049.2253816511156
1.0,48.0,1151.2246225945485,1163.853815593324,1233.2387455942423,601.827807133694,1720.0267369594392,1805.0557441958645,3788.849968234567,1604.8647147656793,1191.5807045376584,1121.078340124977
1.0,49.0,1006.4762851302632,1023.4831049928524,1498.5823142636461,582.4693726482693,2068.9904110981465,1653.7280084999472,3835.9851004575366,1640.9720977558538,948.4888981401904,1182.064506587601
1.0,50.0,1117.2009977244902,952.5522270225415,1308.1053183336642,684.6532847577575,1811.848224887092,1844.855464042398,3697.8157363001883,1854.1937664863133,1008.1047301899764,989.9640371436402
1.0,51.0,1163.1711544759949,995.1896073836372,1298.5551793995153,604.6836756623139,2521.380364465399,1639.8732527925106,4334.529017490648,1619.9158203204076,872.5747564602722,1072.416747087061
1.0,52.0,997.3619306012312,917.3630605674525,1569.9505741732803,664.6620763589196,2274.5950316875537,1796.5944549869291,4714.569901335428,1645.4966811292618,1089.4886437614584,1075.3779390493262
1.0,53.0,1144.403124463217,981.7415453206019,1501.4596126777722,646.5834147727745,2396.7054910042953,1822.5149042905211,4390.994193725074,1722.2353544814177,1054.4043683894768,1061.3840028528925
1.0,54.0,965.4296484599851,957.9842873277879,1509.5671756784739,616.9621624883725,2000.4723839849364,1733.1074559069077,5060.5250538110395,1679.5829248023704,1090.7898155628961,1069.9940439788177
1.0,55.0,1233.8513617828505,1190.648400723936,1294.463744732599,607.3588513481704,2078.275629072241,1602.5716905061786,4634.404488706184,1673.2537684998242,981.7604188219649,1112.670268243807
1.0,56.0,1118.0732551000376,1077.713553518388,1452.35273330452,615.6376876256965,2397.3264955259137,1577.6873436348135,4437.370669450036,1737.852460418525,902.201465289567,1289.1757826672472
1.0,57.0,1242.926296343086,1138.8658239688925,1371.440378902702,600.1694593116398,2518.5573951089355,1668.0880222362061,4349.645684080331,1820.0998724396127,1014.1694660671089,1176.4789251183238
1.0,58.0,1109.62873339013,1187.6620366544842,1360.9550602491906,666.8549958788147,2405.9405157941583,1722.818246413198,4683.769113595675,1958.0212534391258,1018.3224358774427,1232.252868338221
1.0,59.0,1047.5518015610412,1133.3618918721804,1377.1372809403576,613.9875612259615,2245.2340635059277,1954.221991640996,4389.91096484861,1240.1796073183223,1092.0175063654399,1074.0637111864762
1.0,60.0,1087.5365659942631,1055.4321122918823,1560.3032035287936,582.6888173086179,2506.2615710072073,1375.607370002813,4399.497619670184,1942.1316923289148,1074.6599591259933,1114.7592635693288
1.0,61.0,1057.049243089195,1032.946859095501,1465.1057725565865,607.5517459852504,2501.5371686490394,1633.800188804364,4370.355948112786,1618.1032172890737,1011.4036700167848,1004.9670562374157
1.0,62.0,1199.4109647652654,1115.298031692623,1416.2205469900007,562.9504789329989,2394.9983004223654,1770.1917262912739,4285.950222664831,1777.1840329621318,1179.026085620599,1074.990336743056
1.0,63.0,1244.9946971140291,1050.7080825020435,1406.8185459583597,637.874597450975,2168.3266958623926,1556.0381338563614,4651.092480729653,1617.6485602446553,942.0603921625615,1008.0070458181361
1.0,64.0,1100.036106792564,995.286065125753,1304.296854136367,549.3041698171777,2481.1908355506175,1627.9483424052532,4005.5684986487513,1788.1168610105456,866.7910685084514,1034.6781828946002
1.0,65.0,1029.9999881525873,1017.8242369697967,1444.5314874889639,603.5276112570847,2324.1159033729327,1793.6467079356948,3782.647417714203,1677.7176651735651,1028.569496445165,1052.4933256749914
1.0,66.0,1239.4513944300063,1167.5694492786133,1505.3023820075261,551.8473499022563,2284.1614771930836,1586.9102943727528,4302.683889448324,1663.8532537610033,1059.3939849820072,1209.9286856137628
1.0,67.0,1165.3262930146125,1003.2434811220298,1558.6959156704597,591.9110839515228,2137.315321303529,1835.170239614347,4197.166419504682,1507.7934652526121,931.8214733494084,903.4829677968447
1.0,68.0,1272.8410963679435,993.700455897291,1385.9179418175188,570.4648398156688,2348.0881038956804,1667.8230202088425,4122.224955026317,1875.209132737823,1090.3697982489084,1063.8006281816033
1.0,69.0,1034.997508911366,1016.096302655106,1194.7121481192007,647.3120407989006,1844.6448467782996,1717.6275396642486,3652.8406625407483,1694.486830954834,754.1655042922065,1065.562452328923
1.0,70.0,1025.172231502727,929.6851286707049,1250.890202774853,658.2473038980748,2118.4879020420585,1471.833001667203,4228.579720157692,1795.3641546010672,981.5823302962596,1048.0621852093666
1.0,71.0,1186.7863914298089,1071.1251849299588,1419.3026288757987,621.3850299746424,2398.5964592674068,1673.775185672591,4381.825363104065,1641.19610286276,981.3404295289965,1012.0054621764975
1.0,72.0,1110.4395196898447,967.5655963424542,1304.202263024164,703.6931306710292,2164.616185750385,1993.7777870262394,4411.58068057586,1737.5155935495459,991.8986772637217,1279.5429325242571
1.0,73.0,964.5137156306323,935.2499735276405,1291.8698589124697,584.1261413891447,2278.4308435764083,1884.1163444701501,3848.612481270594,1776.4365817163555,944.8198681949029,1182.5277553810067
1.0,74.0,1156.4868193836123,989.2168502550595,1285.911061071618,589.23525139135,1931.531058265933,1793.7490014885839,3605.136638681219,1603.6138915364618,899.9613313506056,1065.432449706444
1.0,75.0,1122.460188906437,946.4007182602983,1136.9499639226124,673.5692502700201,1988.2024440792616,1669.1819566022539,4499.125402848672,1794.702368071916,952.3687593288319,1114.7444760713024
1.0,76.0,1064.474956053783,906.0728432155925,1229.942938857189,649.6451261489857,2043.8384323608611,1843.8163915104142,3528.2249351161327,1893.6399443691,990.7426887283124,1066.6148739076875
1.0,77.0,1100.6891053139743,869.9901593836692,1365.2333665435474,608.2805092878676,2093.046833245654,1727.6166927033498,3564.377364866358,1637.1291054375995,853.3154136066203,1037.2150408264797
1.0,78.0,1087.5096127749646,990.5396081388379,1422.7069742685032,624.6390272942208,2392.4995484518186,1637.156752337364,3811.1059793663853,1441.1893246176598,996.1783454869876,903.5339625519148
1.0,79.0,1046.4316390254435,851.8143556176414,1083.872225366395,641.0410959261906,2102.4507273123995,1678.7835279994974,3942.7869410129715,1461.5271427853036,971.7163325975778,951.0147094666768
1.0,80.0,993.4539810827856,979.2990074151026,1360.0426617964908,509.54935932534335,2101.014663605973,1474.949186977628,4148.090075500706,1516.311720789028,991.3488106322778,1138.0139961014163
1.0,81.0,1122.7410616584282,818.5733429882625,1132.0902445773165,522.4258317418218,1828.8586718534752,1614.2218713045222,3821.0240359026757,1590.9252987499979,1012.3411321727444,1010.3399186978553
1.0,82.0,1069.5670490876219,889.7777046879701,1149.4510632949955,506.42265307562053,2339.7556939739143,1440.3335862643123,3660.7683630692172,1666.6083560903944,919.0188950714615,851.9633926709494
1.0,83.0,903.704391900045,907.2941407188239,1378.8916342428727,575.5339079503325,2144.199839171341,1577.0697154830036,3518.2408554339636,1335.5523721375685,987.5650668156289,874.579283772413
1.0,84.0,1017.1255508865171,885.9959949942105,1173.4192015299218,610.1021382037924,2025.0876003970939,1558.120685941506,3462.4550325137207,1384.8421479151248,929.930713153622,957.9764378454838
1.0,85.0,1109.3795543578572,819.4547023079035,1198.5427358951993,560.4854831092586,2065.192660469454,1720.8836709429836,4046.23868344556,1532.0827315143354,874.717925068494,997.5429399073075
1.0,86.0,1053.4851373836889,606.6293096390763,1328.2201619006055,499.2882994681192,2277.516830803098,1393.5542441758953,2486.1540006303508,1186.3714373586417,921.8946463210723,678.3862596335458
1.0,87.0,1059.4297801891003,933.9273761115109,897.5181826978377,611.9555013347583,1779.2197253676497,1557.0089338502316,3884.3018824026367,1730.2442787112373,814.3407923147562,998.2188339865436
1.0,88.0,877.939279482725,872.1685883390037,1276.4011715862446,619.1839537166626,2102.841710605581,1730.3254791661307,4169.2903973943285,1517.0586588289182,1046.2890105639203,983.1949611171177
1.0,89.0,1021.2286956460085,1096.4637992980322,976.580286282073,631.0056407581286,2647.016913810392,1682.7049041691323,4755.233343081672,1711.818228020729,734.3975746686236,1192.9238696853824
1.0,90.0,938.629880217376,800.0263679823499,1269.100719044265,691.0106645648165,1929.734252320892,1553.930797542284,4737.161145593613,1677.6621558568838,898.5227256730622,1158.790480573475
1.0,91.0,960.1342581274281,1079.0230133649447,1016.9173368407564,662.571485324019,2332.4663608387586,1715.1331076167876,3928.3021892255874,1722.0836443770331,778.4200051469538,1008.2967807544157
1.0,92.0,870.8211385635193,1040.7533645797903,1302.1028574926802,639.8707872345672,1971.082673382656,1659.8028704469998,4620.351307918013,1907.3449078767558,946.6049931077235,1143.2420966600814
1.0,93.0,1046.2354452403442,905.1129133298462,1071.814778188255,625.2602402025012,2447.5426722324783,1866.4995888386597,4127.834142319118,1625.6282353223787,685.2664643627793,1126.2510375729541
1.0,94.0,887.0890197377465,691.3025317441814,1349.0148647711214,594.7419709433454,1881.024912246086,1615.8238680376644,3956.8474960332724,1678.5832707138038,928.4410049946644,1192.9017582026424
1.0,95.0,1029.0237672417084,956.8382911909538,1493.6146132343185,544.412261899113,2194.965522513695,1679.8696378069126,4122.6598593514955,1830.8690247087632,1020.3050384345839,1163.635954050025
1.0,96.0,1041.331558820706,988.2484760103496,1251.259594624539,626.8755806105572,1661.1905001096873,1807.467524021004,4265.565178628522,1652.5869438282568,988.1198589266087,1145.2083504929456
2.0,1.0,1095.9579853531895,1088.3659787574782,1364.0193469321487,658.2268046442247,1978.9185029985726,1497.245099111274,3729.100014704399,2103.390551874949,872.5514212434442,1223.312398943973
2.0,2.0,795.3745085204372,1104.4896343561081,988.5138118444993,580.1352564000774,1847.4021362434125,1847.2575358082988,3709.5703988150626,1338.800511621086,638.8868779475507,1044.4929014759118
2.0,3.0,1085.0647460862535,1035.9288052994616,1280.2749520670984,620.83698483452,2233.5729991369562,1224.6675670593474,2373.0705760625156,1992.6872893360155,875.6911695764171,1291.0810843826835
2.0,4.0,949.4009715863853,1165.7569366106295,1010.1020661174716,482.61341353988496,2095.291217543998,1860.4416314785692,3665.292436215872,1504.8883028781404,740.5019338456311,949.7617735756132
2.0,5.0,1163.5359799969715,1016.0391998897012,1314.3831637261835,714.4286444842057,2325.473288657547,1362.7522039744533,3465.3964628623226,1731.503129985496,932.6371597040727,1213.5575817514118
2.0,6.0,884.2813259645089,1086.8404176605445,931.5325607468486,705.8333872862096,2180.378653848766,1648.664253291964,3660.413485561712,1843.0835963189984,660.9888586595249,1227.7318764165927
2.0,7.0,1092.4599576407068,1070.6503183134428,1280.0665260787341,735.4953748372642,2299.8309655429807,2065.595930110593,3644.6584741324677,1668.3148502628617,913.3194059392442,1140.8373930168061
2.0,8.0,968.8932342301887,1032.9933529574405,950.6227777901905,672.2429774956898,1905.031041533907,1992.7507964313304,3300.5995782230643,1714.3275362641295,705.6669544728238,1208.3910459673282
2.0,9.0,987.7850818846952,997.5256092932619,1169.8594052478793,738.4741152609424,2256.659035630053,1672.1042310452633,3905.3855027986365,1882.7755637121684,1026.9343303113367,1163.5562770835504
2.0,10.0,1230.295276186462,961.6127855977053,1154.5266760825,683.5892083584804,2308.498441708681,1828.4657725344046,3825.594893100244,1982.996345086533,977.2854324759029,1074.9672577017911
2.0,11.0,980.2663239734812,1083.4159755277135,1268.592658200089,669.8902398490519,2281.505582581882,1673.3360209146817,3687.00618822196,1800.0771616337204,913.3649570732414,1261.1398126134015
2.0,12.0,974.0613533297743,1041.9958765568274,1339.8642186071067,800.5019376517573,2251.1388752300113,1799.074474777605,3584.119720963964,1765.963765399531,949.0320280526105,1105.1686943258062
2.0,13.0,1028.6298738918163,1042.97637679217,1131.0140522113677,648.2903931381029,2240.8964144059923,2061.9556041009123,3626.332371449254,1480.6893066780528,942.4077977844888,1222.887002628617
2.0,14.0,1118.4357520540232,978.7662374956523,1303.9318278564979,680.7586314430531,1952.5700447670863,1700.12275968193,3529.687956664246,1668.221204657759,1130.3095228902184,1239.6713305245016
2.0,15.0,1092.6270842129536,1013.9933863866868,1147.5902016177463,665.6900549087244,2004.2205649380162,1837.0948921802242,3638.1967055296636,1584.79664923189,927.671855141065,1249.942318424782
2.0,16.0,1016.7185113226009,1154.8988343591957,1353.8007438723093,720.4625028265071,2273.565347867732,1756.9207632702808,3325.2295749899754,1803.298868492585,997.0298950737409,1116.575440465224
2.0,17.0,931.5319860370987,1041.0181507127206,1191.4071228243336,689.3295587308529,1965.3582550913677,1705.973135413417,3542.0801592777625,1509.5008432437219,950.1505262005184,1182.1421823143226
2.0,18.0,1088.4575250433763,999.0477263061782,1379.3004352728917,664.7560868484472,1997.0749055475183,2004.6869718634832,4186.609891903246,1841.51197549205,910.7392704181632,1283.4079922261883
2.0,19.0,973.6064991401205,925.7789860211227,1243.5995566960826,662.4020560565172,1907.125397502984,1766.6001836075188,3488.0656971910853,1831.9412778153085,896.6655005636115,1214.8100961859313
2.0,20.0,1157.4050847875862,1036.2218637282715,1180.3907931756883,654.1883950064115,2071.0250582333438,1879.1254743548336,4156.108094336081,1849.3055027189905,1134.8803840721514,1280.2869984725692
2.0,21.0,1273.3771773241178,867.7134122670737,1350.4414404157915,724.2867337436342,2227.9342364699532,1829.025397445938,3371.0991669897116,1906.7586436821066,829.4723612140672,1201.7701644022234
2.0,22.0,958.046282419144,957.6667706828399,859.1410113024145,557.5685471988558,1796.5820585482643,1596.4729824014653,4001.915813377178,1822.4412925727913,726.0705742180359,926.7344597046899
2.0,23.0,1215.659169495843,1184.207334766917,1261.5711708475208,746.0723809815884,1960.120112710502,1899.4605545241704,3706.6504507108434,1806.345742691831,951.5101759654032,1165.9019928790972
2.0,24.0,996.4341181507446,1017.5032805570766,1233.0782838754205,735.3884749355185,2080.221849264102,1934.6945378082391,4096.434272600982,1960.1723464593633,947.2496222220202,1117.0758958069382
2.0,25.0,917.1990004518809,1119.6583686209594,1134.8115153989281,708.6062989071111,1979.6020779391094,1884.591595966178,3726.909588467157,1595.590921192911,886.568812261539,980.1063401216153
2.0,26.0,1088.639654527079,1047.4367750109932,1255.931709380364,621.0466047227447,1851.3072453387024,1929.6235699819758,4096.461775978194,1599.9214033458766,911.9253545268537,918.5669532156522
2.0,27.0,950.730871423813,925.0216784280403,1326.2564720517512,728.4968903911999,1812.61658732413,1678.0071423938668,3532.105534617089,1843.7133107697896,1031.49710098044,1105.428331050472
2.0,28.0,1210.1058661512711,1056.0184854735764,1317.2280400339614,792.6038301134369,2026.7622130382706,1556.2052534424108,4054.9910091394913,1864.9085491552414,851.9898745608821,1025.7178614392255
2.0,29.0,1055.3049423915925,977.0764764274232,1415.7375075654195,647.3093565907018,1872.150429334376,1527.5558796282778,3910.271958301891,2041.8375205768205,910.0880977309502,1230.4609068451482
2.0,30.0,846.4903640417584,1039.0255611154769,836.8271128089901,575.2505951389545,1943.9491736353234,1849.6649692746928,4134.022144389003,1891.8543084375808,650.4135842547483,838.9676107159501
2.0,31.0,1277.879316394568,949.0727025808162,1172.3872329626224,645.7628046797803,1927.1173281025856,1871.3687341793868,3955.6118107992406,2008.6099386223723,790.7711453364983,990.4722786165629
2.0,32.0,1139.403379018259,958.5203097172556,1220.369941029636,477.2475589968969,1958.3907805746678,1625.9090109516208,4199.655665883823,1931.4747201720552,987.3236995829307,793.1888316904164
2.0,33.0,1206.6309985237533,968.9812230607357,1359.1821782320162,622.1059968569816,1895.9285699768197,1544.2626408226117,3751.3515716346806,1813.5045826738171,830.2431040047388,1168.5122396900097
2.0,34.0,1017.1208038622306,733.7279935706961,1290.7437584399647,691.174008091225,1975.5862534576522,1695.2397003688384,4208.285551187883,1903.1690451448624,982.3189785686019,1049.4082027387803
2.0,35.0,1045.7634645721728,1013.570216502219,1158.3963253989584,585.1697392749683,1683.1472849479767,1971.495157613923,3792.423820296246,1938.1283236184508,1030.1283811186347,1282.6535086521137
2.0,36.0,1033.002980283069,667.753014037732,1095.6678362365224,732.0554085761798,2071.436685100143,1539.4650233868094,4394.882370161347,1735.2764711916113,949.5403865874574,1168.7276751538363
2.0,37.0,1043.8159760567244,977.2757492139624,1069.604533910685,704.5708876404233,1733.6244683401683,1506.597364767088,3538.373824865136,1843.8055530453814,968.3311703198632,1000.2039236667446
2.0,38.0,1063.5466765394415,740.8253835686401,1080.050412515381,546.3796930726731,1840.3897850367869,1698.0432213057727,4316.20282482785,1964.0142367862295,979.2474303402491,1186.913600828128
2.0,39.0,977.5909560306671,856.0329290528671,1177.2039426229946,694.0496390216408,2098.8014315968376,1820.714896089329,3543.89884002645,1740.0966457596885,876.7542518277813,1245.1260666451958
2.0,40.0,1155.1970095731447,795.2597180914998,1348.6242020146906,607.5858075417162,1927.4245408324587,1944.4527464552716,3944.115194585706,1704.7295178434788,874.3662886068549,1112.714070355248
2.0,41.0,1196.2020620472902,857.8603816417615,1317.90614894054,666.391269058029,1804.5113728183153,1903.0607055452492,2727.835222302902,1873.3987071086974,868.247529731433,1116.868839053526
2.0,42.0,965.2386436318848,976.5444724143534,1073.0938149633487,649.3853112394045,1789.7585819507221,1641.2717929868547,3819.823312691505,2144.025880345208,993.8192307339883,891.7591107205733
2.0,43.0,1124.0756502632512,1067.1720605878436,1196.509558795487,648.2520650539966,2307.0149417822067,1660.6511865159346,3599.669500926678,1686.4216322506425,1004.3345505181065,1179.5037118123878
2.0,44.0,1074.0250005827033,1088.6032698992153,1316.5200909015339,657.4446709438181,2166.1118652785035,1481.4744912147548,4309.4251030857495,1731.9241125245471,1012.4979288269634,1220.5999526420674
2.0,45.0,1041.9999148063205,768.1182555259736,1244.0899490059808,558.0576893371272,1913.0637280915705,1876.1686564072897,3878.0595528505555,2018.628852633276,1051.4169833195049,1090.6324522712455
2.0,46.0,964.1518793982312,991.9094915810324,1286.22560446697,631.8237074043841,2014.426624431067,1805.8520099588893,3821.9039036138656,1802.3817431180348,921.3807477704057,1074.358407968847
2.0,47.0,935.7328159949828,785.7907402343342,1195.6067852246445,665.9046581826703,1820.1321865909447,1465.46747136486,4444.2781147840105,1963.759159666505,851.125752034321,1126.185728099243
2.0,48.0,1210.0934378448064,878.573935103429,1408.0027859666386,580.0531337407417,2168.299917707214,1685.5122773086598,4426.281905326836,1988.4263486254317,802.8593295070318,1199.4408812412214
2.0,49.0,999.943446037279,653.854426659053,1333.6720658938186,598.5236306635164,1963.6408721526695,1713.9482893898933,4528.0926197809995,2177.8193041150744,940.7859398221148,1174.1985866142252
2.0,50.0,1178.0737646729674,1047.1698585990844,1252.8481734155623,638.5204432777864,1833.589339998155,1622.6121686273214,3149.306033793123,1747.686893853808,928.1725073121794,1162.7486256672319
2.0,51.0,1056.7203276151963,935.9722697593219,1335.6416124789944,607.3568988369665,2242.3272941765144,1750.5671242326193,4687.406322253266,1950.400372192894,967.4724064761913,1019.5562585763668
2.0,52.0,1126.7059956705189,1042.596924759469,1351.8290596590307,555.3724515935721,2042.6270187514956,1663.4201341328376,3894.749613094673,1761.9171681760142,928.7080457770005,1162.61567485887
2.0,53.0,1279.3123043714954,1067.9517273499528,1346.1066426988257,549.4224610966679,1884.1976073290493,1723.7743084652366,4274.75398885748,2168.560435462204,890.6680906066082,1194.7836021280257
